outcome,outcome_label,operation,operation_class,workload_size,concurrency,valid_pairs,traditional_median,traditional_q1,traditional_q3,fabric_median,fabric_q1,fabric_q3,paired_median_difference,difference_ci95_low,difference_ci95_high,paired_median_ratio,ratio_ci95_low,ratio_ci95_high,wilcoxon_statistic,wilcoxon_w_plus,wilcoxon_w_minus,wilcoxon_nonzero_pairs,p_value_unadjusted,rank_biserial_fabric_minus_traditional,p_value_holm,holm_significant_0_05
successful_throughput_ops_s,Successful throughput,OP5,read_check,1000,1,10,139.772328181,138.456083149,149.177164963,64.4759220976,61.687751568,66.190601546,-80.5235740016,-90.2490313555,-71.8348617255,0.449628631094,0.38170460009,0.479130150208,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP5,read_check,1000,5,10,306.790847642,239.10865353,328.509842811,120.179048909,116.267923349,124.284714706,-192.385690686,-224.305339109,-111.58585217,0.384372895084,0.344873260866,0.518456328435,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP5,read_check,1000,10,10,268.905205967,235.302941413,288.269271225,102.157370452,100.125263919,104.708366721,-167.102004268,-184.61302195,-129.176812186,0.389404697387,0.350427928776,0.432763267434,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,100,1,10,119.205306881,108.217757509,141.337119888,79.8893971178,64.4608021929,84.5684603732,-46.0450485076,-64.3526145667,-30.234211578,0.600320275555,0.540411307249,0.727212797829,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,100,5,10,314.30093899,285.071293452,333.009219398,154.660917181,146.02532398,165.415870672,-168.214550163,-187.10338055,-102.221424357,0.501571615521,0.439854028682,0.634982260685,1,1,54,10,0.00390625,-0.963636363636,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,100,10,10,262.363376897,212.475618828,270.755869705,130.155234222,118.347325303,137.370447376,-134.802155215,-182.28284753,-22.1567827233,0.497659102378,0.33963019279,1.04755030116,3,3,52,10,0.009765625,-0.890909090909,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,500,1,10,124.274437312,118.314805162,129.669358634,71.3407395756,65.1438051676,74.3758935489,-56.3727534845,-65.5184922864,-44.4654028997,0.546153262399,0.494359286074,0.620079285173,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,500,5,10,347.468628759,274.853443098,365.324386414,134.312390032,123.335885211,161.261822783,-229.593012042,-239.371687215,-111.834771352,0.364471331976,0.335043290843,0.589322457226,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,500,10,10,292.694967929,274.533510488,305.914656784,100.420626875,95.3041217497,107.435691698,-193.934788542,-212.852477586,-157.06825646,0.343746993063,0.313575513169,0.389310375493,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,1000,1,10,120.977622919,119.207345882,128.658958481,66.0466858625,58.1360538869,68.5240369262,-55.3759388128,-68.8932957943,-52.0641992157,0.557125643449,0.427063024932,0.564630788283,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,1000,5,10,321.764425275,264.47663021,356.706343788,125.348106605,122.664359552,142.379262752,-182.940780583,-233.058630172,-127.784464593,0.434509552046,0.345795906293,0.499831919572,0,0,55,10,0.001953125,-1,0.017578125,True
successful_throughput_ops_s,Successful throughput,OP6,read_check,1000,10,10,234.298221538,226.898478953,246.899026429,103.959622687,101.551944539,104.411605988,-129.547601331,-147.388617753,-121.844025827,0.441999146526,0.404113328107,0.463298894608,0,0,55,10,0.001953125,-1,0.017578125,True
